rank,previous_position,trend,nation,nation_url,flag_url,nation_full_name,confederation,points,rank_date
210,210,stable,,/san-marino/startseite/verein/10521,https://tmssl.akamaized.net//images/flagge/tiny/144.png?lm=1520611569,San Marino,UEFA,810,2021-02-03
1,8,up,,/belgien/startseite/verein/3382,https://tmssl.akamaized.net//images/flagge/tiny/19.png?lm=1520611569,Belgium,UEFA,1780,2021-02-18
2,3,up,,/frankreich/startseite/verein/3377,https://tmssl.akamaized.net//images/flagge/tiny/50.png?lm=1520611569,France,UEFA,1755,2021-02-18
3,5,up,,/brasilien/startseite/verein/3439,https://tmssl.akamaized.net//images/flagge/tiny/26.png?lm=1520611569,Brazil,CONMEBOL,1743,2021-02-18
4,4,stable,,/england/startseite/verein/3299,https://tmssl.akamaized.net//images/flagge/tiny/189.png?lm=1520611569,England,UEFA,1670,2021-02-18
5,6,up,,/portugal/startseite/verein/3300,https://tmssl.akamaized.net//images/flagge/tiny/136.png?lm=1520611569,Portugal,UEFA,1662,2021-02-18
6,1,down,,/spanien/startseite/verein/3375,https://tmssl.akamaized.net//images/flagge/tiny/157.png?lm=1520611569,Spain,UEFA,1645,2021-02-18
7,2,down,,/argentinien/startseite/verein/3437,https://tmssl.akamaized.net//images/flagge/tiny/9.png?lm=1520611569,Argentina,CONMEBOL,1642,2021-02-18
8,16,up,,/uruguay/startseite/verein/3449,https://tmssl.akamaized.net//images/flagge/tiny/179.png?lm=1520611569,Uruguay,CONMEBOL,1639,2021-02-18
9,15,up,,/mexiko/startseite/verein/6303,https://tmssl.akamaized.net//images/flagge/tiny/110.png?lm=1520611569,Mexico,CONCACAF,1632,2021-02-18
10,12,up,,/italien/startseite/verein/3376,https://tmssl.akamaized.net//images/flagge/tiny/75.png?lm=1520611569,Italy,UEFA,1625,2021-02-18
11,10,down,,/kroatien/startseite/verein/3556,https://tmssl.akamaized.net//images/flagge/tiny/37.png?lm=1520611569,Croatia,UEFA,1617,2021-02-18
12,21,up,,/danemark/startseite/verein/3436,https://tmssl.akamaized.net//images/flagge/tiny/39.png?lm=1520611569,Denmark,UEFA,1614,2021-02-18
13,9,down,,/deutschland/startseite/verein/3262,https://tmssl.akamaized.net//images/flagge/tiny/40.png?lm=1520612525,Germany,UEFA,1610,2021-02-18
14,7,down,,/niederlande/startseite/verein/3379,https://tmssl.akamaized.net//images/flagge/tiny/122.png?lm=1520611569,Netherlands,UEFA,1609,2021-02-18
15,13,down,,/kolumbien/startseite/verein/3816,https://tmssl.akamaized.net//images/flagge/tiny/83.png?lm=1520611569,Colombia,CONMEBOL,1601,2021-02-18
16,17,up,,/schweiz/startseite/verein/3384,https://tmssl.akamaized.net//images/flagge/tiny/148.png?lm=1520611569,Switzerland,UEFA,1593,2021-02-18
17,52,up,,/chile/startseite/verein/3700,https://tmssl.akamaized.net//images/flagge/tiny/33.png?lm=1520611569,Chile,CONMEBOL,1567,2021-02-18
18,32,up,,/wales/startseite/verein/3864,https://tmssl.akamaized.net//images/flagge/tiny/191.png?lm=1520611569,Wales,UEFA,1562,2021-02-18
19,31,up,,/polen/startseite/verein/3442,https://tmssl.akamaized.net//images/flagge/tiny/135.png?lm=1520611569,Poland,UEFA,1559,2021-02-18
20,19,down,,/senegal/startseite/verein/3499,https://tmssl.akamaized.net//images/flagge/tiny/149.png?lm=1520611569,Senegal,CAF,1558,2021-02-18
20,43,up,,/schweden/startseite/verein/3557,https://tmssl.akamaized.net//images/flagge/tiny/147.png?lm=1520611569,Sweden,UEFA,1558,2021-02-18
22,14,down,,/vereinigte-staaten/startseite/verein/3505,https://tmssl.akamaized.net//images/flagge/tiny/184.png?lm=1520611569,United States,CONCACAF,1548,2021-02-18
23,24,up,,/osterreich/startseite/verein/3383,https://tmssl.akamaized.net//images/flagge/tiny/127.png?lm=1520611569,Austria,UEFA,1531,2021-02-18
24,28,up,,/ukraine/startseite/verein/3699,https://tmssl.akamaized.net//images/flagge/tiny/177.png?lm=1520611569,Ukraine,UEFA,1521,2021-02-18
25,51,up,,/peru/startseite/verein/3584,https://tmssl.akamaized.net//images/flagge/tiny/133.png?lm=1520611569,Peru,CONMEBOL,1512,2021-02-18
26,41,up,,/tunesien/startseite/verein/3670,https://tmssl.akamaized.net//images/flagge/tiny/173.png?lm=1520611569,Tunisia,CAF,1503,2021-02-18
27,18,down,,/japan/startseite/verein/3435,https://tmssl.akamaized.net//images/flagge/tiny/77.png?lm=1520611569,Japan,AFC,1502,2021-02-18
28,48,up,,/venezuela/startseite/verein/3504,https://tmssl.akamaized.net//images/flagge/tiny/182.png?lm=1520611569,Venezuela,CONMEBOL,1501,2021-02-18
29,20,down,,/iran/startseite/verein/3582,https://tmssl.akamaized.net//images/flagge/tiny/71.png?lm=1520611569,Iran,AFC,1496,2021-02-18
30,37,up,,/serbien/startseite/verein/3438,https://tmssl.akamaized.net//images/flagge/tiny/215.png?lm=1520611569,Serbia,UEFA,1492,2021-02-18
31,34,up,,/algerien/startseite/verein/3614,https://tmssl.akamaized.net//images/flagge/tiny/4.png?lm=1520611569,Algeria,CAF,1488,2021-02-18
32,25,down,,/turkei/startseite/verein/3381,https://tmssl.akamaized.net//images/flagge/tiny/174.png?lm=1520611569,Turkiye,UEFA,1487,2021-02-18
33,11,down,,/marokko/startseite/verein/3575,https://tmssl.akamaized.net//images/flagge/tiny/107.png?lm=1520611569,Morocco,CAF,1481,2021-02-18
34,45,up,,/slowakei/startseite/verein/3503,https://tmssl.akamaized.net//images/flagge/tiny/154.png?lm=1520611569,Slovakia,UEFA,1478,2021-02-18
35,39,up,,/paraguay/startseite/verein/3581,https://tmssl.akamaized.net//images/flagge/tiny/132.png?lm=1520611569,Paraguay,CONMEBOL,1476,2021-02-18
36,38,up,,/nigeria/startseite/verein/3444,https://tmssl.akamaized.net//images/flagge/tiny/124.png?lm=1520611569,Nigeria,CAF,1474,2021-02-18
37,47,up,,/rumanien/startseite/verein/3447,https://tmssl.akamaized.net//images/flagge/tiny/140.png?lm=1520611569,Romania,UEFA,1466,2021-02-18
38,22,down,,/sudkorea/startseite/verein/3589,https://tmssl.akamaized.net//images/flagge/tiny/87.png?lm=1520611569,South Korea,AFC,1465,2021-02-18
39,33,down,,/russland/startseite/verein/3448,https://tmssl.akamaized.net//images/flagge/tiny/141.png?lm=1520611569,Russia,UEFA,1461,2021-02-18
40,40,stable,,/ungarn/startseite/verein/3468,https://tmssl.akamaized.net//images/flagge/tiny/178.png?lm=1521635893,Hungary,UEFA,1460,2021-02-18
41,26,down,,/australien/startseite/verein/3433,https://tmssl.akamaized.net//images/flagge/tiny/12.png?lm=1520611569,Australia,AFC,1457,2021-02-18
42,59,up,,/irland/startseite/verein/3509,https://tmssl.akamaized.net//images/flagge/tiny/72.png?lm=1520611569,Republic of Ireland,UEFA,1456,2021-02-18
42,44,up,,/tschechien/startseite/verein/3445,https://tmssl.akamaized.net//images/flagge/tiny/172.png?lm=1520611569,Czech Republic,UEFA,1456,2021-02-18
44,29,down,,/norwegen/startseite/verein/3440,https://tmssl.akamaized.net//images/flagge/tiny/125.png?lm=1520611569,Norway,UEFA,1450,2021-02-18
45,69,up,,/nordirland/startseite/verein/5674,https://tmssl.akamaized.net//images/flagge/tiny/192.png?lm=1520611569,Northern Ireland,UEFA,1440,2021-02-18
46,74,up,,/island/startseite/verein/3574,https://tmssl.akamaized.net//images/flagge/tiny/73.png?lm=1520611569,Iceland,UEFA,1438,2021-02-18
47,70,up,,/jamaika/startseite/verein/3671,https://tmssl.akamaized.net//images/flagge/tiny/76.png?lm=1520611569,Jamaica,CONCACAF,1437,2021-02-18
48,36,down,,/schottland/startseite/verein/3380,https://tmssl.akamaized.net//images/flagge/tiny/190.png?lm=1520611569,Scotland,UEFA,1436,2021-02-18
49,35,down,,/agypten/startseite/verein/3672,https://tmssl.akamaized.net//images/flagge/tiny/2.png?lm=1520611569,Egypt,CAF,1432,2021-02-18
50,49,down,,/costa-rica/startseite/verein/8497,https://tmssl.akamaized.net//images/flagge/tiny/36.png?lm=1520611569,Costa Rica,CONCACAF,1427,2021-02-18
50,57,up,,/kamerun/startseite/verein/3434,https://tmssl.akamaized.net//images/flagge/tiny/31.png?lm=1520611569,Cameroon,CAF,1427,2021-02-18
52,72,up,,/ghana/startseite/verein/3441,https://tmssl.akamaized.net//images/flagge/tiny/54.png?lm=1520611569,Ghana,CAF,1424,2021-02-18
53,46,down,,/griechenland/startseite/verein/3378,https://tmssl.akamaized.net//images/flagge/tiny/56.png?lm=1520611569,Greece,UEFA,1413,2021-02-18
54,53,down,,/mali/startseite/verein/3674,https://tmssl.akamaized.net//images/flagge/tiny/105.png?lm=1520611569,Mali,CAF,1412,2021-02-18
55,75,up,,/finnland/startseite/verein/3443,https://tmssl.akamaized.net//images/flagge/tiny/49.png?lm=1520611569,Finland,UEFA,1411,2021-02-18
56,71,up,,/bosnien-herzegowina/startseite/verein/3446,https://tmssl.akamaized.net//images/flagge/tiny/24.png?lm=1569523290,Bosnia-Herzegovina,UEFA,1410,2021-02-18
57,23,down,,/ecuador/startseite/verein/5750,https://tmssl.akamaized.net//images/flagge/tiny/44.png?lm=1520611569,Ecuador,CONMEBOL,1409,2021-02-18
58,54,down,,/katar/startseite/verein/14162,https://tmssl.akamaized.net//images/flagge/tiny/137.png?lm=1520611569,Qatar,AFC,1391,2021-02-18
58,62,up,,/burkina-faso/startseite/verein/5872,https://tmssl.akamaized.net//images/flagge/tiny/29.png?lm=1520611569,Burkina Faso,CAF,1391,2021-02-18
60,56,down,,/demokratische-republik-kongo/startseite/verein/3854,https://tmssl.akamaized.net//images/flagge/tiny/193.png?lm=1520611569,Democratic Republic of the Congo,CAF,1386,2021-02-18
61,42,down,,/elfenbeinkuste/startseite/verein/3591,https://tmssl.akamaized.net//images/flagge/tiny/38.png?lm=1520611569,Ivory Coast,CAF,1384,2021-02-18
62,55,down,,/slowenien/startseite/verein/3588,https://tmssl.akamaized.net//images/flagge/tiny/155.png?lm=1520611569,Slovenia,UEFA,1379,2021-02-18
63,83,up,,/montenegro/startseite/verein/11953,https://tmssl.akamaized.net//images/flagge/tiny/216.png?lm=1520611569,Montenegro,UEFA,1370,2021-02-18
64,65,up,,/honduras/startseite/verein/3590,https://tmssl.akamaized.net//images/flagge/tiny/66.png?lm=1699286249,Honduras,CONCACAF,1367,2021-02-18
65,66,up,,/nordmazedonien/startseite/verein/5148,https://tmssl.akamaized.net//images/flagge/tiny/100.png?lm=1520611569,North Macedonia,UEFA,1362,2021-02-18
66,63,down,,/albanien/startseite/verein/3561,https://tmssl.akamaized.net//images/flagge/tiny/3.png?lm=1520611569,Albania,UEFA,1360,2021-02-18
67,60,down,,/saudi-arabien/startseite/verein/3807,https://tmssl.akamaized.net//images/flagge/tiny/146.png?lm=1520611569,Saudi Arabia,AFC,1353,2021-02-18
68,88,up,,/bulgarien/startseite/verein/3394,https://tmssl.akamaized.net//images/flagge/tiny/28.png?lm=1520611569,Bulgaria,UEFA,1350,2021-02-18
69,58,down,,/irak/startseite/verein/3560,https://tmssl.akamaized.net//images/flagge/tiny/70.png?lm=1520611569,Iraq,AFC,1348,2021-02-18
70,100,up,,/el-salvador/startseite/verein/13951,https://tmssl.akamaized.net//images/flagge/tiny/45.png?lm=1520611569,El Salvador,CONCACAF,1344,2021-02-18
71,61,down,,/sudafrika/startseite/verein/3806,https://tmssl.akamaized.net//images/flagge/tiny/159.png?lm=1520611569,South Africa,CAF,1341,2021-02-18
72,81,up,,/guinea/startseite/verein/3856,https://tmssl.akamaized.net//images/flagge/tiny/59.png?lm=1520611569,Guinea,CAF,1334,2021-02-18
73,27,down,,/kanada/startseite/verein/3510,https://tmssl.akamaized.net//images/flagge/tiny/80.png?lm=1520611569,Canada,CONCACAF,1332,2021-02-18
74,68,down,,/vereinigte-arabische-emirate/startseite/verein/5147,https://tmssl.akamaized.net//images/flagge/tiny/183.png?lm=1520611569,United Arab Emirates,AFC,1326,2021-02-18
75,93,up,,/china/startseite/verein/5598,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,China,AFC,1323,2021-02-18
76,86,up,,/syrien/startseite/verein/13674,https://tmssl.akamaized.net//images/flagge/tiny/163.png?lm=1742914013,Syria,AFC,1313,2021-02-18
76,82,up,,/curacao/startseite/verein/32364,https://tmssl.akamaized.net//images/flagge/tiny/260.png?lm=1520611569,Curaçao,CONCACAF,1313,2021-02-18
78,30,down,,/panama/startseite/verein/3577,https://tmssl.akamaized.net//images/flagge/tiny/130.png?lm=1520611569,Panama,CONCACAF,1312,2021-02-18
79,76,down,,/bolivien/startseite/verein/5233,https://tmssl.akamaized.net//images/flagge/tiny/23.png?lm=1520611569,Bolivia,CONMEBOL,1307,2021-02-18
80,67,down,,/kap-verde/startseite/verein/4311,https://tmssl.akamaized.net//images/flagge/tiny/32.png?lm=1520611569,Cape Verde,CAF,1306,2021-02-18
81,79,down,,/oman/startseite/verein/14165,https://tmssl.akamaized.net//images/flagge/tiny/126.png?lm=1520611569,Oman,AFC,1303,2021-02-18
82,92,up,,/benin/startseite/verein/3955,https://tmssl.akamaized.net//images/flagge/tiny/21.png?lm=1520611569,Benin,CAF,1302,2021-02-18
83,85,up,,/uganda/startseite/verein/13497,https://tmssl.akamaized.net//images/flagge/tiny/176.png?lm=1520611569,Uganda,CAF,1301,2021-02-18
84,84,stable,,/haiti/startseite/verein/14161,https://tmssl.akamaized.net//images/flagge/tiny/62.png?lm=1520611569,Haiti,CONCACAF,1285,2021-02-18
85,50,down,,/usbekistan/startseite/verein/3563,https://tmssl.akamaized.net//images/flagge/tiny/180.png?lm=1520611569,Uzbekistan,AFC,1283,2021-02-18
86,78,down,,/gabun/startseite/verein/5704,https://tmssl.akamaized.net//images/flagge/tiny/51.png?lm=1520611569,Gabon,CAF,1280,2021-02-18
87,77,down,,/israel/startseite/verein/5547,https://tmssl.akamaized.net//images/flagge/tiny/74.png?lm=1520611569,Israel,UEFA,1279,2021-02-18
88,99,up,,/belarus/startseite/verein/3450,https://tmssl.akamaized.net//images/flagge/tiny/18.png?lm=1520611569,Belarus,UEFA,1269,2021-02-18
89,73,down,,/georgien/startseite/verein/3669,https://tmssl.akamaized.net//images/flagge/tiny/53.png?lm=1520611569,Georgia,UEFA,1267,2021-02-18
90,134,up,,/republik-kongo/startseite/verein/3702,https://tmssl.akamaized.net//images/flagge/tiny/85.png?lm=1520611569,Republic of the Congo,CAF,1265,2021-02-18
90,91,up,,/sambia/startseite/verein/3703,https://tmssl.akamaized.net//images/flagge/tiny/142.png?lm=1520611569,Zambia,CAF,1265,2021-02-18
92,108,up,,/libanon/startseite/verein/3586,https://tmssl.akamaized.net//images/flagge/tiny/94.png?lm=1520611569,Lebanon,AFC,1263,2021-02-18
93,107,up,,/vietnam/startseite/verein/8778,https://tmssl.akamaized.net//images/flagge/tiny/185.png?lm=1520611569,Vietnam,AFC,1258,2021-02-18
94,105,up,,/madagaskar/startseite/verein/14635,https://tmssl.akamaized.net//images/flagge/tiny/101.png?lm=1520611569,Madagascar,CAF,1257,2021-02-18
95,64,down,,/jordanien/startseite/verein/15737,https://tmssl.akamaized.net//images/flagge/tiny/78.png?lm=1520611569,Jordan,AFC,1243,2021-02-18
96,104,up,,/kirgisistan/startseite/verein/3956,https://tmssl.akamaized.net//images/flagge/tiny/90.png?lm=1520611569,Kyrgyzstan,AFC,1240,2021-02-18
97,90,down,,/bahrain/startseite/verein/7214,https://tmssl.akamaized.net//images/flagge/tiny/15.png?lm=1520611569,Bahrain,AFC,1238,2021-02-18
98,103,up,,/luxemburg/startseite/verein/3580,https://tmssl.akamaized.net//images/flagge/tiny/99.png?lm=1520611569,Luxembourg,UEFA,1235,2021-02-18
99,106,up,,/armenien/startseite/verein/6219,https://tmssl.akamaized.net//images/flagge/tiny/10.png?lm=1520611569,Armenia,UEFA,1233,2021-02-18
100,128,up,,/zypern/startseite/verein/3668,https://tmssl.akamaized.net//images/flagge/tiny/188.png?lm=1520611569,Cyprus,UEFA,1224,2021-02-18
101,115,up,,/mauretanien/startseite/verein/14238,https://tmssl.akamaized.net//images/flagge/tiny/108.png?lm=1520611569,Mauritania,CAF,1207,2021-02-18
102,95,down,,/palastina/startseite/verein/17758,https://tmssl.akamaized.net//images/flagge/tiny/240.png?lm=1520611569,Palestine,AFC,1206,2021-02-18
103,98,down,,/trinidad-und-tobago/startseite/verein/7149,https://tmssl.akamaized.net//images/flagge/tiny/170.png?lm=1520611569,Trinidad and Tobago,CONCACAF,1200,2021-02-18
104,113,up,,/kenia/startseite/verein/8987,https://tmssl.akamaized.net//images/flagge/tiny/82.png?lm=1520611569,Kenya,CAF,1187,2021-02-18
104,142,up,,/indien/startseite/verein/13957,https://tmssl.akamaized.net//images/flagge/tiny/67.png?lm=1520611569,India,AFC,1187,2021-02-18
106,102,down,,/mosambik/startseite/verein/5129,https://tmssl.akamaized.net//images/flagge/tiny/115.png?lm=1520611569,Mozambique,CAF,1185,2021-02-18
107,125,up,,/faroer/startseite/verein/9173,https://tmssl.akamaized.net//images/flagge/tiny/208.png?lm=1520611569,Faroe Islands,UEFA,1183,2021-02-18
108,127,up,,/aserbaidschan/startseite/verein/8605,https://tmssl.akamaized.net//images/flagge/tiny/13.png?lm=1520611569,Azerbaijan,UEFA,1180,2021-02-18
108,130,up,,/estland/startseite/verein/6133,https://tmssl.akamaized.net//images/flagge/tiny/47.png?lm=1520611569,Estonia,UEFA,1180,2021-02-18
110,96,down,,/thailand/startseite/verein/5676,https://tmssl.akamaized.net//images/flagge/tiny/167.png?lm=1520611569,Thailand,AFC,1178,2021-02-18
111,111,stable,,/libyen/startseite/verein/6602,https://tmssl.akamaized.net//images/flagge/tiny/96.png?lm=1520611569,Libya,CAF,1177,2021-02-18
112,129,up,,/simbabwe/startseite/verein/3583,https://tmssl.akamaized.net//images/flagge/tiny/187.png?lm=1520611569,Zimbabwe,CAF,1176,2021-02-18
113,110,down,,/niger/startseite/verein/14163,https://tmssl.akamaized.net//images/flagge/tiny/123.png?lm=1520611569,Niger,CAF,1172,2021-02-18
114,139,up,,/zentralafrikanische-republik/startseite/verein/12933,https://tmssl.akamaized.net//images/flagge/tiny/138.png?lm=1520611569,Central African Republic,CAF,1171,2021-02-18
115,119,up,,/nordkorea/startseite/verein/15457,https://tmssl.akamaized.net//images/flagge/tiny/86.png?lm=1520611569,North Korea,AFC,1170,2021-02-18
116,120,up,,/sierra-leone/startseite/verein/6187,https://tmssl.akamaized.net//images/flagge/tiny/152.png?lm=1520611569,Sierra Leone,CAF,1165,2021-02-18
118,87,down,,/neuseeland/startseite/verein/9171,https://tmssl.akamaized.net//images/flagge/tiny/120.png?lm=1520611569,New Zealand,OFC,1149,2021-02-18
119,133,up,,/guinea-bissau/startseite/verein/3701,https://tmssl.akamaized.net//images/flagge/tiny/60.png?lm=1520611569,Guinea-Bissau,CAF,1146,2021-02-18
120,101,down,,/tadschikistan/startseite/verein/13975,https://tmssl.akamaized.net//images/flagge/tiny/165.png?lm=1520611569,Tajikistan,AFC,1144,2021-02-18
121,118,down,,/namibia/startseite/verein/3573,https://tmssl.akamaized.net//images/flagge/tiny/117.png?lm=1520611569,Namibia,CAF,1143,2021-02-18
122,114,down,,/kasachstan/startseite/verein/9110,https://tmssl.akamaized.net//images/flagge/tiny/81.png?lm=1520611569,Kazakhstan,UEFA,1142,2021-02-18
123,126,up,,/malawi/startseite/verein/8988,https://tmssl.akamaized.net//images/flagge/tiny/102.png?lm=1520611569,Malawi,CAF,1140,2021-02-18
124,136,up,,/philippinen/startseite/verein/15234,https://tmssl.akamaized.net//images/flagge/tiny/134.png?lm=1520611569,Philippines,AFC,1136,2021-02-18
125,89,down,,/angola/startseite/verein/3585,https://tmssl.akamaized.net//images/flagge/tiny/6.png?lm=1520611569,Angola,CAF,1134,2021-02-18
126,165,up,,/antigua-und-barbuda/startseite/verein/16028,https://tmssl.akamaized.net//images/flagge/tiny/7.png?lm=1520611569,Antigua and Barbuda,CONCACAF,1127,2021-02-18
127,117,down,,/sudan/startseite/verein/13313,https://tmssl.akamaized.net//images/flagge/tiny/160.png?lm=1520611569,Sudan,CAF,1124,2021-02-18
128,124,down,,/togo/startseite/verein/3815,https://tmssl.akamaized.net//images/flagge/tiny/168.png?lm=1520611569,Togo,CAF,1115,2021-02-18
129,146,up,,/litauen/startseite/verein/3851,https://tmssl.akamaized.net//images/flagge/tiny/98.png?lm=1520611569,Lithuania,UEFA,1114,2021-02-18
130,94,down,,/guatemala/startseite/verein/13342,https://tmssl.akamaized.net//images/flagge/tiny/58.png?lm=1520611569,Guatemala,CONCACAF,1112,2021-02-18
130,109,down,,/komoren/startseite/verein/16430,https://tmssl.akamaized.net//images/flagge/tiny/35.png?lm=1520611569,Comoros,CAF,1112,2021-02-18
132,137,up,,/turkmenistan/startseite/verein/14248,https://tmssl.akamaized.net//images/flagge/tiny/175.png?lm=1520611569,Turkmenistan,AFC,1107,2021-02-18
133,131,down,,/ruanda/startseite/verein/3855,https://tmssl.akamaized.net//images/flagge/tiny/139.png?lm=1520611569,Rwanda,CAF,1103,2021-02-18
134,97,down,,/aquatorialguinea/startseite/verein/13485,https://tmssl.akamaized.net//images/flagge/tiny/8.png?lm=1520611569,Equatorial Guinea,CAF,1097,2021-02-18
135,112,down,,/tansania/startseite/verein/14666,https://tmssl.akamaized.net//images/flagge/tiny/166.png?lm=1520611569,Tanzania,CAF,1087,2021-02-18
136,140,up,,/lettland/startseite/verein/3555,https://tmssl.akamaized.net//images/flagge/tiny/92.png?lm=1520611569,Latvia,UEFA,1082,2021-02-18
137,163,up,,/myanmar/startseite/verein/16423,https://tmssl.akamaized.net//images/flagge/tiny/116.png?lm=1520611569,Myanmar,AFC,1081,2021-02-18
138,145,up,,/burundi/startseite/verein/13943,https://tmssl.akamaized.net//images/flagge/tiny/30.png?lm=1520611569,Burundi,CAF,1078,2021-02-18
138,174,up,,/chinesisch-taipeh-taiwan-/startseite/verein/15363,https://tmssl.akamaized.net//images/flagge/tiny/164.png?lm=1679300082,Chinese Taipei,AFC,1078,2021-02-18
140,154,up,,/st-kitts-und-nevis/startseite/verein/17760,https://tmssl.akamaized.net//images/flagge/tiny/225.png?lm=1520611569,Saint Kitts and Nevis,CONCACAF,1074,2021-02-18
141,123,down,,/suriname/startseite/verein/15359,https://tmssl.akamaized.net//images/flagge/tiny/161.png?lm=1520611569,Suriname,CONCACAF,1073,2021-02-18
141,152,up,,/salomon-inseln/startseite/verein/15740,https://tmssl.akamaized.net//images/flagge/tiny/69.png?lm=1520611569,Solomon Islands,OFC,1073,2021-02-18
143,144,up,,/lesotho/startseite/verein/13962,https://tmssl.akamaized.net//images/flagge/tiny/93.png?lm=1520611569,Lesotho,CAF,1072,2021-02-18
143,153,up,,/hongkong/startseite/verein/15977,https://tmssl.akamaized.net//images/flagge/tiny/218.png?lm=1520611569,Hong Kong,AFC,1072,2021-02-18
145,149,up,,/jemen/startseite/verein/15922,https://tmssl.akamaized.net//images/flagge/tiny/186.png?lm=1520611569,Yemen,AFC,1071,2021-02-18
146,147,up,,/athiopien/startseite/verein/13941,https://tmssl.akamaized.net//images/flagge/tiny/11.png?lm=1520611569,Ethiopia,CAF,1066,2021-02-18
146,138,down,,/botsuana/startseite/verein/15229,https://tmssl.akamaized.net//images/flagge/tiny/25.png?lm=1520611569,Botswana,CAF,1066,2021-02-18
148,135,down,,/kuwait/startseite/verein/3432,https://tmssl.akamaized.net//images/flagge/tiny/89.png?lm=1520611569,Kuwait,AFC,1057,2021-02-18
149,132,down,,/nicaragua/startseite/verein/15351,https://tmssl.akamaized.net//images/flagge/tiny/121.png?lm=1520611569,Nicaragua,CONCACAF,1055,2021-02-18
150,162,up,,/afghanistan/startseite/verein/3576,https://tmssl.akamaized.net//images/flagge/tiny/1.png?lm=1520611569,Afghanistan,AFC,1052,2021-02-18
151,172,up,,/andorra/startseite/verein/10533,https://tmssl.akamaized.net//images/flagge/tiny/5.png?lm=1520611569,Andorra,UEFA,1048,2021-02-18
152,141,down,,/liberia/startseite/verein/9172,https://tmssl.akamaized.net//images/flagge/tiny/95.png?lm=1520611569,Liberia,CAF,1047,2021-02-18
153,159,up,,/eswatini/startseite/verein/13675,https://tmssl.akamaized.net//images/flagge/tiny/162.png?lm=1520611569,Eswatini,CAF,1040,2021-02-18
153,121,down,,/malaysia/startseite/verein/15738,https://tmssl.akamaized.net//images/flagge/tiny/103.png?lm=1520611569,Malaysia,AFC,1040,2021-02-18
155,173,up,,/malediven/startseite/verein/15456,https://tmssl.akamaized.net//images/flagge/tiny/104.png?lm=1520611569,Maldives,AFC,1038,2021-02-18
156,150,down,,/neukaledonien/startseite/verein/17755,https://tmssl.akamaized.net//images/flagge/tiny/236.png?lm=1768393363,New Caledonia,OFC,1035,2021-02-18
157,116,down,,/gambia/startseite/verein/6186,https://tmssl.akamaized.net//images/flagge/tiny/52.png?lm=1520611569,The Gambia,CAF,1034,2021-02-18
159,143,down,,/dominikanische-republik/startseite/verein/15232,https://tmssl.akamaized.net//images/flagge/tiny/43.png?lm=1520611569,Dominican Republic,CONCACAF,1018,2021-02-18
160,164,up,,/grenada/startseite/verein/14175,https://tmssl.akamaized.net//images/flagge/tiny/55.png?lm=1520611569,Grenada,CONCACAF,1015,2021-02-18
161,157,down,,/tahiti/startseite/verein/17763,https://tmssl.akamaized.net//images/flagge/tiny/237.png?lm=1520611569,Tahiti,OFC,1014,2021-02-18
162,178,up,,/barbados/startseite/verein/16030,https://tmssl.akamaized.net//images/flagge/tiny/17.png?lm=1520611569,Barbados,CONCACAF,1009,2021-02-18
163,168,up,,/sudsudan/startseite/verein/33192,https://tmssl.akamaized.net//images/flagge/tiny/262.png?lm=1520611569,South Sudan,CAF,998,2021-02-18
164,155,down,,/fidschi/startseite/verein/13955,https://tmssl.akamaized.net//images/flagge/tiny/48.png?lm=1520611569,Fiji,OFC,996,2021-02-18
164,160,down,,/vanuatu/startseite/verein/15238,https://tmssl.akamaized.net//images/flagge/tiny/181.png?lm=1520611569,Vanuatu,OFC,996,2021-02-18
166,170,up,,/papua-neuguinea/startseite/verein/15233,https://tmssl.akamaized.net//images/flagge/tiny/131.png?lm=1520611569,Papua New Guinea,OFC,991,2021-02-18
167,151,down,,/guyana/startseite/verein/15736,https://tmssl.akamaized.net//images/flagge/tiny/61.png?lm=1520611569,Guyana,CONCACAF,988,2021-02-18
168,171,up,,/st-vincent-und-die-grenadinen/startseite/verein/17762,https://tmssl.akamaized.net//images/flagge/tiny/224.png?lm=1520611569,Saint Vincent and the Grenadines,CONCACAF,986,2021-02-18
169,169,stable,,/bermuda/startseite/verein/15735,https://tmssl.akamaized.net//images/flagge/tiny/211.png?lm=1520611569,Bermuda,CONCACAF,983,2021-02-18
170,181,up,,/belize/startseite/verein/15919,https://tmssl.akamaized.net//images/flagge/tiny/20.png?lm=1520611569,Belize,CONCACAF,974,2021-02-18
171,182,up,,/nepal/startseite/verein/15350,https://tmssl.akamaized.net//images/flagge/tiny/119.png?lm=1520611569,Nepal,AFC,968,2021-02-18
172,176,up,,/mauritius/startseite/verein/14239,https://tmssl.akamaized.net//images/flagge/tiny/109.png?lm=1520611569,Mauritius,CAF,965,2021-02-18
173,122,down,,/indonesien/startseite/verein/13958,https://tmssl.akamaized.net//images/flagge/tiny/68.png?lm=1520611569,Indonesia,AFC,964,2021-02-18
173,179,up,,/kambodscha/startseite/verein/16038,https://tmssl.akamaized.net//images/flagge/tiny/79.png?lm=1520611569,Cambodia,AFC,964,2021-02-18
175,167,down,,/st-lucia/startseite/verein/17761,https://tmssl.akamaized.net//images/flagge/tiny/230.png?lm=1520611569,Saint Lucia,CONCACAF,953,2021-02-18
